source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,score_no_temporal,variant,threshold_used
15-82604,19-46630,2015-06-01,2019-03-25,NAME:ch le mans,NAME_FALLBACK,45.76215505913272,2019-06-01,2.2339027595269383,0.6276828734121769,0.0400292556497867,0.4,0.6,0.2586803193032339,False,False,1,9,0.0767249306706634,0.2586803193032339,no_temporal_score_reference_pool,0.187116725139698
15-84820,20-37940,2015-06-04,2020-03-14,NAME:nantes metropole,NAME_FALLBACK,57.32588699080157,2019-12-14,2.9894875164257555,0.5017520805957074,0.1753832200097115,0.2,0.6,0.24184550267119875,False,False,1,22,0.0412080250652341,0.24184550267119875,no_temporal_score_reference_pool,0.187116725139698
15-84881,19-151382,2015-06-04,2019-10-09,NAME:nantes metropole,NAME_FALLBACK,52.16819973718791,2019-12-14,2.1681997371879107,0.6386333771353483,0.1584156310226917,0.2,0.6,0.2339272944772562,False,True,1,22,0.0430007045703647,0.2339272944772562,no_temporal_score_reference_pool,0.187116725139698
15-85858,19-73678,2015-06-05,2019-05-10,NAME:universite de nantes,NAME_FALLBACK,47.1419185282523,2019-11-06,5.913272010512483,0.0144546649145861,0.086243913398699,0.4,0.6,0.2802471595860596,False,False,1,5,0.0575147659162878,0.2802471595860596,no_temporal_score_reference_pool,0.187116725139698
15-86342,16-63741,2015-06-05,2016-05-05,NAME:conseil general de loire-atlantique,NAME_FALLBACK,11.00525624178712,2016-06-21,1.5440210249671484,0.7426631625054753,0.2261757144067321,1.0,0.6,0.5855486667231418,False,False,1,10,0.363403356398431,0.5855486667231418,no_temporal_score_reference_pool,0.187116725139698
15-89263,19-75795,2015-06-12,2019-05-15,NAME:vendee eau,NAME_FALLBACK,47.07621550591327,2019-07-23,2.266754270696452,0.6222076215505914,0.1873078798907785,0.4,0.6,0.32741034394903,False,False,1,1,0.4011096633494203,0.32741034394903,no_temporal_score_reference_pool,0.187116725139698
15-89415,19-169357,2015-06-11,2019-11-08,NAME:ch le mans,NAME_FALLBACK,52.923784494086725,2019-06-11,4.92772667542707,0.1787122207621551,0.1093754751138938,0.2,0.6,0.2110418883864838,False,True,1,9,0.0525337601552503,0.2110418883864838,no_temporal_score_reference_pool,0.187116725139698
15-89902,16-57014,2015-06-11,2016-04-20,NAME:nantes metropole,NAME_FALLBACK,10.315374507227332,2015-12-11,4.303547963206308,0.282742006132282,0.2243888206512059,0.1,0.6,0.2247147829705628,True,False,1,19,0.0354402436129755,0.2247147829705628,no_temporal_score_reference_pool,0.187116725139698
15-92588,19-128681,2015-06-17,2019-08-24,SIRET:23440003400026,RAW_SIRET,50.22996057818659,2019-10-21,1.9053876478318,0.6824353920280333,0.0115580596655487,0.2,1.0,0.21872709451058944,False,True,1,9,0.0531686540311423,0.21872709451058944,no_temporal_score_reference_pool,0.187116725139698
15-92906,20-4011,2015-06-17,2020-01-12,NAME:cnieg,NAME_FALLBACK,54.86202365308804,2019-08-28,4.50065703022339,0.2498904949627682,0.0408918328018597,0.4,0.6,0.2590828553075346,False,False,1,3,0.0379305216818545,0.2590828553075346,no_temporal_score_reference_pool,0.187116725139698
15-95813,19-185562,2015-06-23,2019-12-12,NAME:commune de saint-herblain,NAME_FALLBACK,53.64651773981603,2019-10-26,1.5440210249671484,0.7426631625054753,0.296412662214055,0.0,0.6,0.21832590903322568,False,False,1,2,0.1344837854901363,0.21832590903322568,no_temporal_score_reference_pool,0.187116725139698
15-96106,20-4011,2015-06-24,2020-01-12,NAME:cnieg,NAME_FALLBACK,54.632063074901446,2019-08-07,5.19053876478318,0.13491020586947,0.1450564521793789,1.0,0.6,0.5476930110170435,False,False,1,3,0.1091389927873534,0.5476930110170435,no_temporal_score_reference_pool,0.187116725139698
15-96870,19-136955,2015-06-25,2019-09-10,NAME:angers loire metropole,NAME_FALLBACK,50.52562417871222,2019-06-25,2.5295663600525624,0.5784056066579062,0.0,1.0,0.6,0.48000000000000004,False,False,1,9,0.1593931728139729,0.48000000000000004,no_temporal_score_reference_pool,0.187116725139698
15-97256,16-19242,2015-06-25,2016-02-09,NAME:ville de nantes,NAME_FALLBACK,7.522996057818659,2015-12-25,1.5111695137976346,0.7481384143670609,0.1538210598920538,0.1,0.6,0.19178316128295847,True,False,1,7,0.0126877371421433,0.19178316128295847,no_temporal_score_reference_pool,0.187116725139698
15-98729,15-170834,2015-06-26,2015-11-12,NAME:spr pays de la loire,NAME_FALLBACK,4.566360052562418,2015-12-26,1.445466491458607,0.7590889180902322,0.5071934548130068,0.1,0.6,0.3566902789127366,True,False,1,4,0.1738392466053438,0.3566902789127366,no_temporal_score_reference_pool,0.187116725139698
